ISSN,Archive accepted manuscript,Archive published version,Sherpa/Romeo colour,Sherpa/Romeo Licence,Journal,Updated
0037-4466,12 months embargo,cannot,green,,Siberian Mathematical Journal,16/05/2014,
1573-9260,12 months embargo,cannot,green,,Siberian Mathematical Journal,16/05/2014,
0261-5606,12 months embargo,cannot,green,CC-BY-NC-ND,Journal of International Money and Finance,1/05/2015,
1475-9551,18 months embargo,cannot,green,,Culture and Organization,26/03/2014,
1477-2760,18 months embargo,cannot,green,,Culture and Organization,26/03/2014,
1744-6961,12 months embargo,cannot,yellow,,Grassland Science,24/11/2017,
1744-697X,12 months embargo,cannot,yellow,,Grassland Science,24/11/2017,
0021-8596,6 months embargo,cannot,green,CC-BY-NC-ND,The Journal of Agricultural Science,7/10/2014,
1469-5146,6 months embargo,cannot,green,CC-BY-NC-ND,The Journal of Agricultural Science,7/10/2014,
0145-9740,18 months embargo,cannot,green,,Medical Anthropology,26/03/2014,
1545-5882,18 months embargo,cannot,green,,Medical Anthropology,26/03/2014,
0022-2526,12 months embargo,cannot,yellow,,Studies in Applied Mathematics,24/11/2017,
1467-9590,12 months embargo,cannot,yellow,,Studies in Applied Mathematics,24/11/2017,
1743-9132,can,cannot,green,,International Journal of Managerial Finance,16/02/2018,
1351-0126,12 months embargo,cannot,yellow,,Journal of Psychiatric and Mental Health Nursing,24/11/2017,
1365-2850,12 months embargo,cannot,yellow,,Journal of Psychiatric and Mental Health Nursing,24/11/2017,
0003-682X,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Acoustics,1/05/2015,
0260-6917,12 months embargo,cannot,green,CC-BY-NC-ND,Nurse Education Today,1/05/2015,
1467-2715,18 months embargo,cannot,green,,Critical Asian Studies,26/03/2014,
1472-6033,18 months embargo,cannot,green,,Critical Asian Studies,26/03/2014,
1751-3057,18 months embargo,cannot,green,,Journal of International and Intercultural Communication,26/03/2014,
1751-3065,18 months embargo,cannot,green,,Journal of International and Intercultural Communication,26/03/2014,
2332-8894,2 years embargo,cannot,yellow,,Democratic Theory,8/12/2016,
2332-8908,2 years embargo,cannot,yellow,,Democratic Theory,8/12/2016,
0963-8180,18 months embargo,cannot,green,,European Accounting Review,26/03/2014,
1468-4497,18 months embargo,cannot,green,,European Accounting Review,26/03/2014,
1508-1109,No information,No information,No information,,Acta Chiropterologica,,
1733-5329,No information,No information,No information,,Acta Chiropterologica,,
2041-210X,12 months embargo,cannot,yellow,,Methods in Ecology and Evolution,24/11/2017,
0008-4301,can,cannot,green,,Canadian Journal of Zoology,6/01/2011,
1480-3283,can,cannot,green,,Canadian Journal of Zoology,6/01/2011,
2053-4604,can,cannot,green,,Journal of Entrepreneurship in Emerging Economies,16/02/2018,
1468-0777,18 months embargo,cannot,green,,Feminist Media Studies,26/03/2014,
1471-5902,18 months embargo,cannot,green,,Feminist Media Studies,26/03/2014,
1354-8565,can,cannot,green,,Convergence: The International Journal of Research into New Media Technologies,21/08/2019,
1748-7382,can,cannot,green,,Convergence: The International Journal of Research into New Media Technologies,21/08/2019,
1362-704X,18 months embargo,cannot,green,,Fashion Theory,26/03/2014,
1751-7419,18 months embargo,cannot,green,,Fashion Theory,26/03/2014,
0921-8831,12 months embargo,cannot,green,CC-BY-NC-ND,Advanced Powder Technology,1/05/2015,
1568-5527,12 months embargo,cannot,green,CC-BY-NC-ND,Advanced Powder Technology,1/05/2015,
1354-8166,can,cannot,green,,Tourism Economics,21/08/2019,
2044-0375,can,cannot,green,,Tourism Economics,21/08/2019,
0425-1644,12 months embargo,cannot,yellow,,Equine Veterinary Journal,24/11/2017,
2042-3306,12 months embargo,cannot,yellow,,Equine Veterinary Journal,24/11/2017,
0892-7014,12 months embargo,cannot,green,,Biofouling,26/03/2014,
1029-2454,12 months embargo,cannot,green,,Biofouling,26/03/2014,
1387-2877,can,cannot,green,,Journal of Alzheimer's Disease,18/04/2016,
1875-8908,can,cannot,green,,Journal of Alzheimer's Disease,18/04/2016,
1469-5405,can,cannot,green,,Journal of Consumer Culture,21/08/2019,
1741-2900,can,cannot,green,,Journal of Consumer Culture,21/08/2019,
2051-4530,12 months embargo,cannot,green,,International Journal of Regional and Local History,26/03/2014,
2051-4549,12 months embargo,cannot,green,,International Journal of Regional and Local History,26/03/2014,
0815-3191,12 months embargo,cannot,green,,Australasian Plant Pathology,18/10/2018,
1448-6032,12 months embargo,cannot,green,,Australasian Plant Pathology,18/10/2018,
0253-1933,No information,No information,No information,,Revue Scientifique et Technique de l'OIE,,
0587-2871,No information,No information,No information,,Journal of the American Animal Hospital Association,,
1547-3317,No information,No information,No information,,Journal of the American Animal Hospital Association,,
2041-2851,can,can,green,CC-BY,AoB PLANTS,17/11/2017,
0361-0918,12 months embargo,cannot,green,,Communications in Statistics - Simulation and Computation,26/03/2014,
1532-4141,12 months embargo,cannot,green,,Communications in Statistics - Simulation and Computation,26/03/2014,
1369-118X,18 months embargo,cannot,green,,"Information, Communication & Society",26/03/2014,
1468-4462,18 months embargo,cannot,green,,"Information, Communication & Society",26/03/2014,
1354-1013,12 months embargo,cannot,yellow,,Global Change Biology,24/11/2017,
1365-2486,12 months embargo,cannot,yellow,,Global Change Biology,24/11/2017,
1751-7311,6 months embargo,cannot,green,CC-BY-NC-ND,animal,7/10/2014,
1751-732X,6 months embargo,cannot,green,CC-BY-NC-ND,animal,7/10/2014,
1930-2126,unknown,unknown,gray,,BioResources,16/05/2019,
0890-6238,12 months embargo,cannot,green,CC-BY-NC-ND,Reproductive Toxicology,1/07/2016,
0975-2498,,,,,Jindal Global Law Review,,
2364-4869,,,,,Jindal Global Law Review,,
2050-0904,can,can,green,CC-BY-NC,Clinical Case Reports,27/10/2016,
1472-6874,can,can,green,CC-BY,BMC Women's Health,3/09/2018,
0022-4510,12 months embargo,cannot,yellow,,Journal of Small Animal Practice,24/11/2017,
1748-5827,12 months embargo,cannot,yellow,,Journal of Small Animal Practice,24/11/2017,
0024-4937,12 months embargo,cannot,green,CC-BY-NC-ND,Lithos,1/05/2015,
0957-7734,12 months embargo,cannot,yellow,,Equine Veterinary Education,24/11/2017,
1832-8334,can,can,green,,Parergon,22/05/2014,
1531-3204,12 months embargo,cannot,green,,Journal of Ethnic & Cultural Diversity in Social Work,26/03/2014,
1531-3212,12 months embargo,cannot,green,,Journal of Ethnic & Cultural Diversity in Social Work,26/03/2014,
2052-3998,,,,,Metal Music Studies,,
2052-4005,,,,,Metal Music Studies,,
0925-2312,12 months embargo,cannot,green,CC-BY-NC-ND,Neurocomputing,1/05/2015,
2204-9029,can,can,green,CC-BY,Construction Economics and Building,31/07/2014,
1574-6968,12 months embargo,cannot,green,,FEMS Microbiology Letters,30/05/2017,
0047-2425,can,cannot,green,,Journal of Environmental Quality,27/07/2016,
1537-2537,can,cannot,green,,Journal of Environmental Quality,27/07/2016,
1558-8033,cannot,unknown,yellow,,Journal of Management Accounting Research,21/10/2019,
1049-2127,cannot,unknown,yellow,,Journal of Management Accounting Research,21/10/2019,
2220-9964,can,can,green,CC-BY,ISPRS International Journal of Geo-Information,14/12/2016,
1540-4595,2 years embargo,cannot,yellow,,Decision Sciences Journal of Innovative Education,24/11/2017,
1540-4609,2 years embargo,cannot,yellow,,Decision Sciences Journal of Innovative Education,24/11/2017,
0738-0569,18 months embargo,cannot,green,,Computers in the Schools,26/03/2014,
1528-7033,18 months embargo,cannot,green,,Computers in the Schools,26/03/2014,
1650-1977,can,can,green,CC-BY-NC,Journal of Rehabilitation Medicine,15/08/2017,
0717-6287,can,can,green,CC-BY,Biological Research,3/09/2018,
0021-9037,12 months embargo,cannot,green,,Journal of Applied Spectroscopy,16/05/2014,
1573-8647,12 months embargo,cannot,green,,Journal of Applied Spectroscopy,16/05/2014,
0885-8624,can,cannot,green,,Journal of Business & Industrial Marketing,16/02/2018,
0169-8141,24 months embargo,cannot,green,CC-BY-NC-ND,International Journal of Industrial Ergonomics,9/01/2017,
1566-113X,12 months embargo,cannot,green,,Networks and Spatial Economics,16/05/2014,
1572-9427,12 months embargo,cannot,green,,Networks and Spatial Economics,16/05/2014,
0306-4565,12 months embargo,cannot,green,CC-BY-NC-ND,Journal of Thermal Biology,1/05/2015,
0738-0593,12 months embargo,cannot,green,CC-BY-NC-ND,International Journal of Educational Development,1/05/2015,
0950-3293,12 months embargo,cannot,green,CC-BY-NC-ND,Food Quality and Preference,1/07/2016,
0812-0439,2 years embargo,cannot,yellow,,Economic Papers: A journal of applied economics and policy,24/11/2017,
1759-3441,2 years embargo,cannot,yellow,,Economic Papers: A journal of applied economics and policy,24/11/2017,
1044-5005,24 months embargo,cannot,green,CC-BY-NC-ND,Management Accounting Research,9/01/2017,
1096-1224,24 months embargo,cannot,green,CC-BY-NC-ND,Management Accounting Research,9/01/2017,
1753-9129,18 months embargo,cannot,yellow,,"Communication, Culture & Critique",15/11/2011,
1753-9137,18 months embargo,cannot,yellow,,"Communication, Culture & Critique",15/11/2011,
1361-8415,12 months embargo,cannot,green,CC-BY-NC-ND,Medical Image Analysis,1/05/2015,
0942-4962,12 months embargo,cannot,green,,Multimedia Systems,16/05/2014,
1432-1882,12 months embargo,cannot,green,,Multimedia Systems,16/05/2014,
1755-8794,can,can,green,CC-BY,BMC Medical Genomics,3/09/2018,
1548-3673,cannot,can,blue,,International Journal of e-Collaboration,13/08/2018,
1548-3681,cannot,can,blue,,International Journal of e-Collaboration,13/08/2018,
1934-9637,12 months embargo,cannot,green,,Journal of Spirituality in Mental Health,26/03/2014,
1934-9645,12 months embargo,cannot,green,,Journal of Spirituality in Mental Health,26/03/2014,
0732-2399,can,cannot,green,,Marketing Science,19/07/2017,
1526-548X,can,cannot,green,,Marketing Science,19/07/2017,
0090-5917,can,cannot,green,,Political Theory,21/08/2019,
1552-7476,can,cannot,green,,Political Theory,21/08/2019,
0039-3746,12 months embargo,cannot,green,,Studies in Philosophy and Education,16/05/2014,
1573-191X,12 months embargo,cannot,green,,Studies in Philosophy and Education,16/05/2014,
1743-422X,can,can,green,CC-BY,Virology Journal,3/09/2018,
1324-4272,No information,No information,No information,,Microbiology Australia,,
2040-610X,18 months embargo,cannot,green,,Comedy Studies,26/03/2014,
2040-6118,18 months embargo,cannot,green,,Comedy Studies,26/03/2014,
0161-813X,12 months embargo,cannot,green,CC-BY-NC-ND,NeuroToxicology,1/07/2016,
1740-5904,18 months embargo,cannot,green,,Critical Discourse Studies,26/03/2014,
1740-5912,18 months embargo,cannot,green,,Critical Discourse Studies,26/03/2014,
0883-8151,18 months embargo,cannot,green,,Journal of Broadcasting & Electronic Media,26/03/2014,
1550-6878,18 months embargo,cannot,green,,Journal of Broadcasting & Electronic Media,26/03/2014,
1475-2859,can,can,green,CC-BY,Microbial Cell Factories,3/09/2018,
0008-414X,can,cannot,green,,Canadian Journal of Mathematics,8/08/2016,
1496-4279,can,cannot,green,,Canadian Journal of Mathematics,8/08/2016,
1462-2203,12 months embargo,cannot,green,,Nicotine & Tobacco Research,30/05/2017,
1469-994X,12 months embargo,cannot,green,,Nicotine & Tobacco Research,30/05/2017,
0301-0104,12 months embargo,cannot,green,CC-BY-NC-ND,Chemical Physics,1/05/2015,
1058-8183,12 months embargo,cannot,yellow,,Veterinary Radiology & Ultrasound,24/11/2017,
1740-8261,12 months embargo,cannot,yellow,,Veterinary Radiology & Ultrasound,24/11/2017,
1525-6480,18 months embargo,cannot,green,,International Journal of Hospitality & Tourism Administration,26/03/2014,
1525-6499,18 months embargo,cannot,green,,International Journal of Hospitality & Tourism Administration,26/03/2014,
0741-0883,can,cannot,green,,Written Communication,21/08/2019,
1552-8472,can,cannot,green,,Written Communication,21/08/2019,
2054-2690,can,can,green,CC-BY,Women's Midlife Health,3/09/2018,
0304-386X,12 months embargo,cannot,green,CC-BY-NC-ND,Hydrometallurgy,1/05/2015,
0892-6875,12 months embargo,cannot,green,CC-BY-NC-ND,Minerals Engineering,1/05/2015,
0340-5761,12 months embargo,cannot,green,,Archives of Toxicology,18/10/2018,
1432-0738,12 months embargo,cannot,green,,Archives of Toxicology,18/10/2018,
1448-7527,can,cannot,green,,Australian Journal of Primary Health,28/07/2016,
0305-8298,can,cannot,green,,Millennium: Journal of International Studies,21/08/2019,
1477-9021,can,cannot,green,,Millennium: Journal of International Studies,21/08/2019,
2574-8114,,,,,Journal of Textile Engineering & Fashion Technology,,
0920-427X,12 months embargo,cannot,green,,Argumentation,18/10/2018,
1572-8374,12 months embargo,cannot,green,,Argumentation,18/10/2018,
1088-9051,6 months embargo,restricted,green,,Genome Research,23/08/2013,
1549-5469,6 months embargo,restricted,green,,Genome Research,23/08/2013,
1068-1620,can,unknown,blue,,Russian Journal of Bioorganic Chemistry,22/07/2010,
1608-330X,can,unknown,blue,,Russian Journal of Bioorganic Chemistry,22/07/2010,
1757-5818,can,cannot,green,,Journal of Service Management,16/02/2018,
0197-6729,can,can,green,CC-BY,Journal of Advanced Transportation,4/10/2017,
2042-3195,can,can,green,CC-BY,Journal of Advanced Transportation,4/10/2017,
1058-9244,can,can,green,CC-BY,Scientific Programming,8/01/2018,
1875-919X,can,can,green,CC-BY,Scientific Programming,8/01/2018,
2300-1933,can,can,green,CC-BY-NC-ND,International Journal of Electronics and Telecommunications,2/05/2018,
1075-4253,24 months embargo,cannot,green,CC-BY-NC-ND,Journal of International Management,9/01/2017,
0195-6574,3 years embargo,3 years embargo,green,CC,The Energy Journal,25/04/2014,
1834-7649,can,cannot,green,,International Journal of Accounting & Information Management,16/02/2018,
1041-0236,18 months embargo,cannot,green,,Health Communication,26/03/2014,
1532-7027,18 months embargo,cannot,green,,Health Communication,26/03/2014,
0379-864X,12 months embargo,cannot,green,,Chemical Senses,30/05/2017,
1464-3553,12 months embargo,cannot,green,,Chemical Senses,30/05/2017,
0010-3802,2 years embargo,cannot,green,CC,Community Development Journal,13/01/2017,
1468-2656,2 years embargo,cannot,green,CC,Community Development Journal,13/01/2017,
1017-9909,can,can,green,,Journal of Electronic Imaging,29/07/2019,
1052-3928,can,cannot,blue,,Journal of Professional Issues in Engineering Education and Practice,29/11/2016,
1943-5541,can,cannot,blue,,Journal of Professional Issues in Engineering Education and Practice,29/11/2016,
1648-715X,18 months embargo,cannot,green,,International Journal of Strategic Property Management,26/03/2014,
1648-9179,18 months embargo,cannot,green,,International Journal of Strategic Property Management,26/03/2014,
0896-8446,12 months embargo,cannot,green,CC-BY-NC-ND,The Journal of Supercritical Fluids,1/05/2015,
1745-2007,12 months embargo,cannot,green,,Architectural Engineering and Design Management,26/03/2014,
1752-7589,12 months embargo,cannot,green,,Architectural Engineering and Design Management,26/03/2014,
0305-1862,12 months embargo,cannot,yellow,,"Child: Care, Health and Development",24/11/2017,
1365-2214,12 months embargo,cannot,yellow,,"Child: Care, Health and Development",24/11/2017,
2152-2197,can,can,green,CC-BY,Journal of Environmental Protection,19/11/2014,
2152-2219,can,can,green,CC-BY,Journal of Environmental Protection,19/11/2014,
0026-9662,can,cannot,green,,The Monist,8/02/2017,
2153-3601,can,cannot,green,,The Monist,8/02/2017,
0277-5395,24 months embargo,cannot,green,CC-BY-NC-ND,Women's Studies International Forum,9/01/2017,
0167-4544,12 months embargo,cannot,green,,Journal of Business Ethics,16/05/2014,
1573-0697,12 months embargo,cannot,green,,Journal of Business Ethics,16/05/2014,
1750-1229,18 months embargo,cannot,green,,Innovation in Language Learning and Teaching,26/03/2014,
1750-1237,18 months embargo,cannot,green,,Innovation in Language Learning and Teaching,26/03/2014,
1438-4221,12 months embargo,cannot,green,CC-BY-NC-ND,International Journal of Medical Microbiology,1/05/2015,
2058-8410,,,,,Wader Study,,
1092-6690,6 months embargo,can,green,,Nova Religio,11/12/2018,
1541-8480,6 months embargo,can,green,,Nova Religio,11/12/2018,
