issn,journal_title,oa_model,apc,year
1573-157X,Journal of Seismology,Hybrid,3000,2018
2364-4575,Journal of Shipping and Trade,Open Access,800,2018
1939-8115,Journal of Signal Processing Systems,Hybrid,3000,2018
1747-7786,Journal of Simulation,Hybrid,3000,2018
2199-6873,Journal of Social and Economic Development,Hybrid,3000,2018
2195-1721,Journal of Software Engineering Research and Development,Open Access,1085,2018
1614-7480,Journal of Soils and Sediments,Hybrid,3000,2018
1573-4846,Journal of Sol-Gel Science and Technology,Hybrid,3000,2018
1433-0768,Journal of Solid State Electrochemistry,Hybrid,3000,2018
1572-8927,Journal of Solution Chemistry,Hybrid,3000,2018
2195-5832,Journal of Statistical Distributions and Applications,Open Access,2145,2018
1572-9613,Journal of Statistical Physics,Hybrid,3000,2018
1557-1947,Journal of Superconductivity and Novel Magnetism,Hybrid,3000,2018
1558-9293,Journal of Surfactants and Detergents,Hybrid,3000,2018
2199-3831,Journal of Sustainable Metallurgy,Hybrid,3000,2018
2366-5963,Journal of Technology in Behavioral Science,Hybrid,3000,2018
1552-7824,Journal of the Academy of Marketing Science,Hybrid,3000,2018
1558-9331,Journal of the American Oil Chemists' Society,Hybrid,3000,2018
1879-1123,Journal of The American Society for Mass Spectrometry,Hybrid,3000,2018
1438-7573,Journal of the Association for Research in Otolaryngology,Hybrid,3000,2018
2510-1579,Journal of the Australian Ceramic Society,Hybrid,3000,2018
1806-3691,Journal of the Brazilian Society of Mechanical Sciences and Engineering,Hybrid,3000,2018
2199-6784,Journal of the Economic Science Association,Hybrid,3000,2018
1573-0387,Journal of the History of Biology,Hybrid,3000,2018
0019-4964,Journal of the Indian Institute of Science,Hybrid,3000,2018
2364-9569,Journal of the Indian Society for Probability and Statistics,Hybrid,3000,2018
0974-3006,Journal of the Indian Society of Remote Sensing,Hybrid,3000,2018
2250-2157,Journal of The Institution of Engineers (India): Series A,Hybrid,3000,2018
2250-2114,Journal of The Institution of Engineers (India): Series B,Hybrid,3000,2018
2250-0553,Journal of The Institution of Engineers (India): Series C,Hybrid,3000,2018
2250-2130,Journal of The Institution of Engineers (India): Series D,Hybrid,3000,2018
2250-2491,Journal of The Institution of Engineers (India): Series E,Hybrid,3000,2018
1735-2428,Journal of the Iranian Chemical Society,Hybrid,3000,2018
1868-7873,Journal of the Knowledge Economy,Hybrid,3000,2018
1976-8524,Journal of the Korean Physical Society,Hybrid,3000,2018
2194-6698,Journal of the Operations Research Society of China,Hybrid,3000,2018
1572-9230,Journal of Theoretical Probability,Hybrid,3000,2018
2050-5736,Journal of Therapeutic Ultrasound,Open Access,2145,2018
1588-2926,Journal of Thermal Analysis and Calorimetry,Hybrid,3000,2018
1993-033X,Journal of Thermal Science,Hybrid,3000,2018
1544-1016,Journal of Thermal Spray Technology,Hybrid,3000,2018
1573-742X,Journal of Thrombosis and Thrombolysis,Hybrid,3000,2018
1479-5876,Journal of Translational Medicine,Open Access,2145,2018
1938-775X,Journal of Transportation Security,Hybrid,3000,2018
1876-7931,Journal of Ultrasound,Hybrid,3000,2018
1468-2869,Journal of Urban Health,Hybrid,3000,2018
1678-9199,Journal of Venomous Animals and Toxins including Tropical Diseases,Open Access,2145,2018
1875-8975,Journal of Visualization,Hybrid,3000,2018
2509-4637,Journal of Well-Being Assessment,Hybrid,3000,2018
1611-4663,Journal of Wood Science,Hybrid,3000,2018
1573-7802,Journal of World Prehistory,Hybrid,3000,2018
1573-6601,Journal of Youth and Adolescence,Hybrid,3000,2018
1861-2040,Journal on Data Semantics,Hybrid,3000,2018
1783-8738,Journal on Multimodal User Interfaces,Hybrid,3000,2018
2367-3605,Journal on Vehicle Routing Algorithms,Hybrid,3000,2018
2426-0266,JPAD The Journal of Prevention of Alzheimer's Disease,Hybrid,3000,2018
1874-933X,Kew Bulletin,Hybrid,3000,2018
1610-1987,KI - Künstliche Intelligenz,Hybrid,3000,2018
1433-7347,"Knee Surgery, Sports Traumatology, Arthroscopy",Hybrid,3000,2018
0219-3116,Knowledge and Information Systems,Hybrid,3000,2018
1477-8246,Knowledge Management Research & Practice,Hybrid,3000,2018
2093-7660,Korea-Australia Rheology Journal,Hybrid,3000,2018
1861-891X,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,Hybrid,3000,2018
1826-6983,La radiologia medica,Hybrid,3000,2018
2039-6821,La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine,Hybrid,3000,2018
1530-0307,Laboratory Investigation,Hybrid,3200,2018
1860-188X,Landscape and Ecological Engineering,Hybrid,3000,2018
1572-9761,Landscape Ecology,Hybrid,3000,2018
1612-5118,Landslides,Hybrid,3000,2018
1435-2451,Langenbeck's Archives of Surgery,Hybrid,3000,2018
1573-1863,Language Policy,Hybrid,3000,2018
1574-0218,Language Resources and Evaluation,Hybrid,3000,2018
2229-0443,Language Testing in Asia,Open Access,1085,2018
2367-2587,Lasers in Dental Science,Hybrid,3000,2018
2196-7237,Lasers in Manufacturing and Materials Processing,Hybrid,3000,2018
1435-604X,Lasers in Medical Science,Hybrid,3000,2018
1476-3443,Latino Studies,Hybrid,2600,2018
1572-8617,Law and Critique,Hybrid,3000,2018
1573-0522,Law and Philosophy,Hybrid,3000,2018
1543-4508,Learning & Behavior,Hybrid,3000,2018
1573-1855,Learning Environments Research,Hybrid,3000,2018
1720-8351,L'Endocrinologo,Hybrid,3000,2018
2281-5937,Lettera Matematica,Hybrid,3000,2018
1573-0530,Letters in Mathematical Physics,Hybrid,3000,2018
1864-404X,Letters in Spatial and Resource Sciences,Hybrid,3000,2018
1476-5551,Leukemia,Hybrid,3300,2018
2197-4306,Lexicography,Hybrid,3000,2018
2520-1360,Life Cycle Reliability and Safety Engineering,Hybrid,3000,2018
1572-9249,Lifetime Data Analysis,Hybrid,3000,2018
2047-7538,Light: Science & Applications,Open Access,3975,2018
1439-863X,Limnology,Hybrid,3000,2018
1573-0549,Linguistics and Philosophy,Hybrid,3000,2018
1558-9307,Lipids,Hybrid,3000,2018
1476-511X,Lipids in Health and Disease,Open Access,2145,2018
2364-3943,List Forum für Wirtschafts- und Finanzpolitik,Hybrid,3000,2018
1573-8825,Lithuanian Mathematical Journal,Hybrid,3000,2018
1572-8625,Liverpool Law Review,Hybrid,3000,2018
1970-6812,LO SCALPELLO-OTODI Educational,Hybrid,3000,2018
1661-8300,Logica Universalis,Hybrid,3000,2018
1432-1750,Lung,Hybrid,3000,2018
1573-0565,Machine Learning,Hybrid,3000,2018
1573-0573,Machine Translation,Hybrid,3000,2018
1432-1769,Machine Vision and Applications,Hybrid,3000,2018
1352-8661,"Magnetic Resonance Materials in Physics, Biology and Medicine",Hybrid,3000,2018
1475-2875,Malaria Journal,Open Access,2240,2018
2199-241X,Mammal Research,Hybrid,3000,2018
1432-1777,Mammalian Genome,Hybrid,3000,2018
1861-8901,Management International Review,Hybrid,3000,2018
2198-1639,Management Review Quarterly,Hybrid,3000,2018
2366-6137,Managementforschung,Hybrid,3000,2018
1433-0466,Manuelle Medizin,Hybrid,3000,2018
1432-1785,manuscripta mathematica,Hybrid,3000,2018
0974-9853,MAPAN,Hybrid,3000,2018
1867-1624,Marine Biodiversity,Hybrid,3000,2018
1755-2672,Marine Biodiversity Records,Open Access,2145,2018
1432-1793,Marine Biology,Hybrid,3000,2018
1436-2236,Marine Biotechnology,Hybrid,3000,2018
1573-0581,Marine Geophysical Research,Hybrid,3000,2018
2199-4749,Marine Systems & Ocean Technology,Hybrid,3000,2018
1479-294X,Maritime Economics & Logistics,Hybrid,2600,2018
2212-9790,Maritime Studies,Hybrid,3000,2018
1573-059X,Marketing Letters,Hybrid,3000,2018
1871-6873,Materials and Structures,Hybrid,3000,2018
2509-8012,Materials Theory,Open Access,1250,2018
1573-6628,Maternal and Child Health Journal,Hybrid,3000,2018
2054-958X,"Maternal Health, Neonatology and Perinatology",Open Access,2145,2018
1874-8953,Mathematical Geosciences,Hybrid,3000,2018
1432-5217,Mathematical Methods of Operations Research,Hybrid,3000,2018
1572-9656,"Mathematical Physics, Analysis and Geometry",Hybrid,3000,2018
1436-4646,Mathematical Programming,Hybrid,3000,2018
1867-2957,Mathematical Programming Computation,Hybrid,3000,2018
1862-9660,Mathematics and Financial Economics,Hybrid,3000,2018
2211-050X,Mathematics Education Research Journal,Hybrid,3000,2018
1661-8289,Mathematics in Computer Science,Hybrid,3000,2018
1435-568X,"Mathematics of Control, Signals, and Systems",Hybrid,3000,2018
1432-1807,Mathematische Annalen,Hybrid,3000,2018
1432-1815,Mathematische Semesterberichte,Hybrid,3000,2018
1432-1823,Mathematische Zeitschrift,Hybrid,3000,2018
2288-8586,Maxillofacial Plastic and Reconstructive Surgery,Open Access,1780,2018
1572-9648,Meccanica,Hybrid,3000,2018
2198-7874,Mechanics of Advanced Materials and Modern Processes,Open Access,1290,2018
1573-2738,Mechanics of Time-Dependent Materials,Hybrid,3000,2018
1741-0444,Medical & Biological Engineering & Computing,Hybrid,3000,2018
1432-1831,Medical Microbiology and Immunology,Hybrid,3000,2018
1860-1499,Medical Molecular Morphology,Hybrid,3000,2018
1559-131X,Medical Oncology,Hybrid,3000,2018
2156-8650,Medical Science Educator,Hybrid,3000,2018
1554-8120,Medicinal Chemistry Research,Hybrid,3000,2018
1572-8633,"Medicine, Health Care and Philosophy",Hybrid,3000,2018
1660-5454,Mediterranean Journal of Mathematics,Hybrid,3000,2018
1863-5490,medizinische genetik,Hybrid,3000,2018
2193-6226,Medizinische Klinik - Intensivmedizin und Notfallmedizin,Hybrid,3000,2018
1433-8629,Medizinrecht,Hybrid,3000,2018
1865-9292,Memetic Computing,Hybrid,3000,2018
1865-5076,memo - Magazine of European Medical Oncology,Hybrid,3000,2018
1532-5946,Memory & Cognition,Hybrid,3000,2018
1573-7365,Metabolic Brain Disease,Hybrid,3000,2018
1573-3890,Metabolomics,Hybrid,3000,2018
1556-1631,Metacognition and Learning,Hybrid,3000,2018
2192-9270,"Metallography, Microstructure, and Analysis",Hybrid,3000,2018
1543-1940,Metallurgical and Materials Transactions A,Hybrid,3000,2018
1543-1916,Metallurgical and Materials Transactions B,Hybrid,3000,2018
2005-4149,Metals and Materials International,Hybrid,3000,2018
1467-9981,Metascience,Hybrid,3000,2018
1436-5065,Meteorology and Atmospheric Physics,Hybrid,3000,2018
1573-7713,Methodology and Computing in Applied Probability,Hybrid,3000,2018
1435-926X,Metrika,Hybrid,3000,2018
2281-695X,METRON,Hybrid,3000,2018
1475-2859,Microbial Cell Factories,Open Access,2145,2018
1432-184X,Microbial Ecology,Hybrid,3000,2018
2049-2618,Microbiome,Open Access,2450,2018
1436-5073,Microchimica Acta,Hybrid,3000,2018
1613-4990,Microfluidics and Nanofluidics,Hybrid,3000,2018
1875-0494,Microgravity Science and Technology,Hybrid,3000,2018
1432-1858,Microsystem Technologies,Hybrid,3000,2018
2055-7434,Microsystems & Nanoengineering,Open Access,3975,2018
1424-9294,Milan Journal of Mathematics,Hybrid,3000,2018
1860-1839,Mind & Society,Hybrid,3000,2018
1868-8535,Mindfulness,Hybrid,3000,2018
1572-8641,Minds and Machines,Hybrid,3000,2018
1616-1068,Mine Water and the Environment,Hybrid,3000,2018
2191-2211,Mineral Economics,Hybrid,3000,2018
1432-1866,Mineralium Deposita,Hybrid,3000,2018
1438-1168,Mineralogy and Petrology,Hybrid,3000,2018
1573-1871,Minerva,Hybrid,3000,2018
1573-1596,Mitigation and Adaptation Strategies for Global Change,Hybrid,3000,2018
1759-8753,Mobile DNA,Open Access,2145,2018
1572-8153,Mobile Networks and Applications,Hybrid,3000,2018
2363-6211,Modeling Earth Systems and Environment,Hybrid,3000,2018
1530-0285,Modern Pathology,Hybrid,3200,2018
1573-4919,Molecular and Cellular Biochemistry,Hybrid,3000,2018
2040-2392,Molecular Autism,Open Access,2145,2018
1573-4978,Molecular Biology Reports,Hybrid,3000,2018
1559-0305,Molecular Biotechnology,Hybrid,3000,2018
1756-6606,Molecular Brain,Open Access,2185,2018
1572-9788,Molecular Breeding,Hybrid,3000,2018
1476-4598,Molecular Cancer,Open Access,2300,2018
1755-8166,Molecular Cytogenetics,Open Access,2145,2018
1179-2000,Molecular Diagnosis & Therapy,Hybrid,3000,2018
1573-501X,Molecular Diversity,Hybrid,3000,2018
1617-4623,Molecular Genetics and Genomics,Hybrid,3000,2018
1860-2002,Molecular Imaging and Biology,Hybrid,3000,2018
1528-3658,Molecular Medicine,Open Access,2450,2018
1559-1182,Molecular Neurobiology,Hybrid,3000,2018
1750-1326,Molecular Neurodegeneration,Open Access,2580,2018
1476-5578,Molecular Psychiatry,Hybrid,3600,2018
1836-6716,Monash Bioethics Review,Hybrid,3000,2018
1434-4475,Monatshefte für Chemie - Chemical Monthly,Hybrid,3000,2018
1436-5081,Monatshefte für Mathematik,Hybrid,3000,2018
1433-0474,Monatsschrift Kinderheilkunde,Hybrid,3000,2018
1871-5656,Morphology,Hybrid,3000,2018
1573-6644,Motivation and Emotion,Hybrid,3000,2018
2051-3933,Movement Ecology,Open Access,2145,2018
1935-3456,Mucosal Immunology,Hybrid,3500,2018
1573-272X,Multibody System Dynamics,Hybrid,3000,2018
1573-0824,Multidimensional Systems and Signal Processing,Hybrid,3000,2018
2049-6958,Multidisciplinary Respiratory Medicine,Open Access,2145,2018
1432-1882,Multimedia Systems,Hybrid,3000,2018
1573-7721,Multimedia Tools and Applications,Hybrid,3000,2018
2056-6115,Multiple Sclerosis and Demyelinating Disorders,Open Access,2145,2018
2520-8179,"Multiscale and Multidisciplinary Modeling, Experiments and Design",Hybrid,3000,2018
2035-5114,MUSCULOSKELETAL SURGERY,Hybrid,3000,2018
1861-8952,Mycological Progress,Hybrid,3000,2018
1573-0832,Mycopathologia,Hybrid,3000,2018
1432-1890,Mycorrhiza,Hybrid,3000,2018
1867-1632,Mycotoxin Research,Hybrid,3000,2018
1432-2293,NachhaltigkeitsManagementForum,Hybrid,3000,2018
1998-0000,Nano Research,Hybrid,3000,2018
1871-4765,NanoEthics,Hybrid,3000,2018
2520-8128,Nanomanufacturing and Metrology,Hybrid,3000,2018
1556-276X,Nanoscale Research Letters,Open Access,1595,2018
2365-6387,Nanotechnology for Environmental Engineering,Hybrid,3000,2018
2250-1754,National Academy Science Letters,Hybrid,3000,2018
1439-0515,Natur und Recht,Hybrid,3000,2018
1572-9796,Natural Computing,Hybrid,3000,2018
1573-0840,Natural Hazards,Hybrid,3000,2018
1573-0859,Natural Language & Linguistic Theory,Hybrid,3000,2018
1572-865X,Natural Language Semantics,Hybrid,3000,2018
1573-8981,Natural Resources Research,Hybrid,3000,2018
2041-1723,Nature Communications,Open Access,5200,2018
1432-1912,Naunyn-Schmiedeberg's Archives of Pharmacology,Hybrid,3000,2018
1588-2810,Neohelicon,Hybrid,3000,2018
1572-8668,Neophilologus,Hybrid,3000,2018
1678-8052,Neotropical Entomology,Hybrid,3000,2018
1741-6191,Netherlands International Law Review,Hybrid,3000,2018
1573-7071,NETNOMICS: Economic Research and Electronic Networking,Hybrid,3000,2018
2192-6670,Network Modeling Analysis in Health Informatics and Bioinformatics,Hybrid,3000,2018
1572-9427,Networks and Spatial Economics,Hybrid,3000,2018
1433-3058,Neural Computing and Applications,Hybrid,3000,2018
1749-8104,Neural Development,Open Access,2145,2018
1573-773X,Neural Processing Letters,Hybrid,3000,2018
1573-6903,Neurochemical Research,Hybrid,3000,2018
1556-0961,Neurocritical Care,Hybrid,3000,2018
1874-5504,Neuroethics,Hybrid,3000,2018
1364-6753,neurogenetics,Hybrid,3000,2018
1559-0089,Neuroinformatics,Hybrid,3000,2018
1590-3478,Neurological Sciences,Hybrid,3000,2018
1559-1174,NeuroMolecular Medicine,Hybrid,3000,2018
2194-1327,neuropsychiatrie,Hybrid,3000,2018
1573-6660,Neuropsychology Review,Hybrid,3000,2018
1740-634X,Neuropsychopharmacology,Hybrid,3200,2018
1432-1920,Neuroradiology,Hybrid,3000,2018
1995-8218,Neuroscience Bulletin,Hybrid,3000,2018
1437-2320,Neurosurgical Review,Hybrid,3000,2018
1878-7479,Neurotherapeutics,Hybrid,3000,2018
1476-3524,Neurotoxicity Research,Hybrid,3000,2018
2055-5792,Neurovascular Imaging,Open Access,2145,2018
1573-5095,New Forests,Hybrid,3000,2018
1882-7055,New Generation Computing,Hybrid,3000,2018
2199-4714,New Zealand Journal of Educational Studies,Hybrid,3000,2018
1522-4600,Nexus Network Journal,Hybrid,3000,2018
1420-9004,Nonlinear Differential Equations and Applications NoDEA,Hybrid,3000,2018
1573-269X,Nonlinear Dynamics,Hybrid,3000,2018
1436-0578,Notfall + Rettungsmedizin,Hybrid,3000,2018
1884-4057,NPG Asia Materials,Open Access,4530,2018
2397-7132,npj 2D Materials and Applications,Open Access,2800,2018
2056-3973,npj Aging and Mechanisms of Disease,Open Access,2800,2018
